,ID,nName,nodeDegree,nodeBetweenness,country,group
TRA8_I6_Round_2_control_A5_TRE_tRNA_Pro_F.ab1,0,TRA8_I6_Round_2_control_A5_TRE_tRNA_Pro_F.ab1,2,9.989628708,NZ,1
TRA9_E3_Round_3_control_D5_TRE_tRNA_Pro_F.ab1,1,TRA9_E3_Round_3_control_D5_TRE_tRNA_Pro_F.ab1,4,19.68282284,NZ,1
TRA11_C3_Round_2_control_G6_TRE_tRNA_Pro_F.ab1,2,TRA11_C3_Round_2_control_G6_TRE_tRNA_Pro_F.ab1,2,42.51400124,NZ,1
TRA20_C2_Round_2_control_G8_TRE_tRNA_Pro_F.ab1,3,TRA20_C2_Round_2_control_G8_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA22_A3_round1control_C8_TRE_tRNA_Pro_F.ab1,4,TRA22_A3_round1control_C8_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA29_A8_Round_2_control_A12_TRE_tRNA_Pro_F.ab1,5,TRA29_A8_Round_2_control_A12_TRE_tRNA_Pro_F.ab1,2,5.033533845,NZ,1
TRA36_A9_TRE_tRNA_Pro.ab1,6,TRA36_A9_TRE_tRNA_Pro.ab1,6,24.58687686,AUS,2
TRA8_I1_Round_2_control_F4_TRE_tRNA_Pro_F.ab1,7,TRA8_I1_Round_2_control_F4_TRE_tRNA_Pro_F.ab1,5,5.046440342,NZ,1
TRA9_A3_round1control_C5_TRE_tRNA_Pro_F.ab1,8,TRA9_A3_round1control_C5_TRE_tRNA_Pro_F.ab1,8,24.25554864,NZ,1
TRA11_C6_Round_2_control_B7_TRE_tRNA_Pro_F.ab1,9,TRA11_C6_Round_2_control_B7_TRE_tRNA_Pro_F.ab1,2,0,NZ,1
TRA12_E8_TRE_tRNA_Pro.ab1,10,TRA12_E8_TRE_tRNA_Pro.ab1,4,16.82361889,NZ,1
TRA20_A1_round1control_A7_TRE_tRNA_Pro_F.ab1,11,TRA20_A1_round1control_A7_TRE_tRNA_Pro_F.ab1,3,0,NZ,1
TRA20_A10_Round_2_control_E8_TRE_tRNA_Pro_F.ab1,12,TRA20_A10_Round_2_control_E8_TRE_tRNA_Pro_F.ab1,3,5.046440342,NZ,1
TRA24_C9_Round_3_control_E7_TRE_tRNA_Pro_F.ab1,13,TRA24_C9_Round_3_control_E7_TRE_tRNA_Pro_F.ab1,2,5.033533845,NZ,1
TRA24_E2_Round_3_control_H7_TRE_tRNA_Pro_F.ab1,14,TRA24_E2_Round_3_control_H7_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_C7_TRE_tRNA_Pro.ab1,15,TRA35_C7_TRE_tRNA_Pro.ab1,5,3.82705294,AUS,2
TRA36_E5_TRE_tRNA_Pro.ab1,16,TRA36_E5_TRE_tRNA_Pro.ab1,4,0,AUS,2
TRA37_C2_Round_3_control_H9_TRE_tRNA_Pro_F.ab1,17,TRA37_C2_Round_3_control_H9_TRE_tRNA_Pro_F.ab1,7,20.54659015,AUS,2
TRA37_C10_TRE_tRNA_Pro.ab1,18,TRA37_C10_TRE_tRNA_Pro.ab1,5,0.928161516,AUS,2
TRA8_I2_Round_2_control_G4_TRE_tRNA_Pro_F.ab1,19,TRA8_I2_Round_2_control_G4_TRE_tRNA_Pro_F.ab1,5,2.722256793,NZ,1
TRA24_A2_round1control_A9_TRE_tRNA_Pro_F.ab1,20,TRA24_A2_round1control_A9_TRE_tRNA_Pro_F.ab1,7,19.92117818,NZ,1
TRA35_C9_TRE_tRNA_Pro.ab1,21,TRA35_C9_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA35_E3_TRE_tRNA_Pro.ab1,22,TRA35_E3_TRE_tRNA_Pro.ab1,8,51.19523382,AUS,2
TRA37_A1_TRE_tRNA_Pro.ab1,23,TRA37_A1_TRE_tRNA_Pro.ab1,3,2.723270875,AUS,2
TRA37_C1_TRE_tRNA_Pro.ab1,24,TRA37_C1_TRE_tRNA_Pro.ab1,2,5.033533845,AUS,2
TRA37_C5_Round_3_control_C10_TRE_tRNA_Pro_F.ab1,25,TRA37_C5_Round_3_control_C10_TRE_tRNA_Pro_F.ab1,4,39.88499389,AUS,2
TRA37_C9_TRE_tRNA_Pro.ab1,26,TRA37_C9_TRE_tRNA_Pro.ab1,4,7.068243103,AUS,2
TRA37_E2_TRE_tRNA_Pro.ab1,27,TRA37_E2_TRE_tRNA_Pro.ab1,5,25.68955265,AUS,2
TRA37_E8_TRE_tRNA_Pro.ab1,28,TRA37_E8_TRE_tRNA_Pro.ab1,3,10.0283482,AUS,2
TRA8_E7_Round_3_control_B4_TRE_tRNA_Pro_F.ab1,29,TRA8_E7_Round_3_control_B4_TRE_tRNA_Pro_F.ab1,6,10.21549241,NZ,1
TRA31_G5_TRE_tRNA_Pro.ab1,30,TRA31_G5_TRE_tRNA_Pro.ab1,4,2.497407177,NZ,1
TRA36_C2_Round_3_control_E9_TRE_tRNA_Pro_F.ab1,31,TRA36_C2_Round_3_control_E9_TRE_tRNA_Pro_F.ab1,3,5.033533845,AUS,2
TRA37_A2_round1control_A12_TRE_tRNA_Pro_F.ab1,32,TRA37_A2_round1control_A12_TRE_tRNA_Pro_F.ab1,3,0,AUS,2
TRA37_A5_round1control_F10_TRE_tRNA_Pro_F.ab1,33,TRA37_A5_round1control_F10_TRE_tRNA_Pro_F.ab1,8,71.23902372,AUS,2
TRA37_A8_TRE_tRNA_Pro.ab1,34,TRA37_A8_TRE_tRNA_Pro.ab1,6,51.83562654,AUS,2
TRA37_E1_TRE_tRNA_Pro.ab1,35,TRA37_E1_TRE_tRNA_Pro.ab1,4,4.801216898,AUS,2
TRA3_I6_Round_2_control_F2_TRE_tRNA_Pro_F.ab1,36,TRA3_I6_Round_2_control_F2_TRE_tRNA_Pro_F.ab1,2,5.033533845,NZ,1
TRA11_C10_Round_3_control_E5_TRE_tRNA_Pro_F.ab1,37,TRA11_C10_Round_3_control_E5_TRE_tRNA_Pro_F.ab1,5,19.86309894,NZ,1
TRA12_G5_TRE_tRNA_Pro.ab1,38,TRA12_G5_TRE_tRNA_Pro.ab1,2,0,NZ,1
TRA16_A2_TRE_tRNA_Pro.ab1,39,TRA16_A2_TRE_tRNA_Pro.ab1,1,0,NZ,1
TRA31_E5_TRE_tRNA_Pro.ab1,40,TRA31_E5_TRE_tRNA_Pro.ab1,3,7.414782549,NZ,1
TRA37_C4_Round_3_control_B10_TRE_tRNA_Pro_F.ab1,41,TRA37_C4_Round_3_control_B10_TRE_tRNA_Pro_F.ab1,3,1.590080435,AUS,2
TRA37_E6_TRE_tRNA_Pro.ab1,42,TRA37_E6_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA36_A3_round1control_H10_TRE_tRNA_Pro_F.ab1,43,TRA36_A3_round1control_H10_TRE_tRNA_Pro_F.ab1,2,0,AUS,2
TRA36_A7_round1control_C11_TRE_tRNA_Pro_F.ab1,44,TRA36_A7_round1control_C11_TRE_tRNA_Pro_F.ab1,3,22.25033995,AUS,2
TRA37_A3_round1control_G11_TRE_tRNA_Pro_F.ab1,45,TRA37_A3_round1control_G11_TRE_tRNA_Pro_F.ab1,7,39.61557077,AUS,2
TRA37_A6_round1control_B12_TRE_tRNA_Pro_F.ab1,46,TRA37_A6_round1control_B12_TRE_tRNA_Pro_F.ab1,2,14.86828459,AUS,2
TRA7_G10_round1control_G3_TRE_tRNA_Pro_F.ab1,47,TRA7_G10_round1control_G3_TRE_tRNA_Pro_F.ab1,3,14.46772223,NZ,1
TRA11_C7_Round_2_control_C7_TRE_tRNA_Pro_F.ab1,48,TRA11_C7_Round_2_control_C7_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA27_A5_TRE_tRNA_Pro.ab1,49,TRA27_A5_TRE_tRNA_Pro.ab1,3,0,NZ,1
TRA35_E10_TRE_tRNA_Pro.ab1,50,TRA35_E10_TRE_tRNA_Pro.ab1,5,29.07234553,AUS,2
TRA37_E7_TRE_tRNA_Pro.ab1,51,TRA37_E7_TRE_tRNA_Pro.ab1,7,65.21390214,AUS,2
TRA8_I8_Round_3_control_F4_TRE_tRNA_Pro_F.ab1,52,TRA8_I8_Round_3_control_F4_TRE_tRNA_Pro_F.ab1,3,38.09997926,NZ,1
TRA11_A8_round1control_H6_TRE_tRNA_Pro_F.ab1,53,TRA11_A8_round1control_H6_TRE_tRNA_Pro_F.ab1,6,79.23335408,NZ,1
TRA35_E9_TRE_tRNA_Pro.ab1,54,TRA35_E9_TRE_tRNA_Pro.ab1,5,47.70056927,AUS,2
TRA37_C8_TRE_tRNA_Pro.ab1,55,TRA37_C8_TRE_tRNA_Pro.ab1,2,11.76712992,AUS,2
TRA2_A5_Round_3_control_E1_TRE_tRNA_Pro_F.ab1,56,TRA2_A5_Round_3_control_E1_TRE_tRNA_Pro_F.ab1,2,0.012906497,NZ,1
TRA3_E5_Round_2_control_C2_TRE_tRNA_Pro_F.ab1,57,TRA3_E5_Round_2_control_C2_TRE_tRNA_Pro_F.ab1,5,9.634700039,NZ,1
TRA8_E10_Round_2_control_A4_TRE_tRNA_Pro_F.ab1,58,TRA8_E10_Round_2_control_A4_TRE_tRNA_Pro_F.ab1,3,18.66279472,NZ,1
TRA12_E10_TRE_tRNA_Pro.ab1,59,TRA12_E10_TRE_tRNA_Pro.ab1,3,5.104519579,NZ,1
TRA29_A3_Round_2_control_D11_TRE_tRNA_Pro_F.ab1,60,TRA29_A3_Round_2_control_D11_TRE_tRNA_Pro_F.ab1,2,0,NZ,1
TRA36_E1_TRE_tRNA_Pro.ab1,61,TRA36_E1_TRE_tRNA_Pro.ab1,2,9.178455369,AUS,2
TRA37_A4_round1control_H11_TRE_tRNA_Pro_F.ab1,62,TRA37_A4_round1control_H11_TRE_tRNA_Pro_F.ab1,5,18.09066814,AUS,2
TRA37_A7_round1control_C12_TRE_tRNA_Pro_F.ab1,63,TRA37_A7_round1control_C12_TRE_tRNA_Pro_F.ab1,3,6.1949342,AUS,2
TRA2_A2_Round_3_control_B1_TRE_tRNA_Pro_F.ab1,64,TRA2_A2_Round_3_control_B1_TRE_tRNA_Pro_F.ab1,7,100,NZ,1
TRA16_A7_TRE_tRNA_Pro.ab1,65,TRA16_A7_TRE_tRNA_Pro.ab1,1,0,NZ,1
TRA35_A5_round1control_G9_TRE_tRNA_Pro_F.ab1,66,TRA35_A5_round1control_G9_TRE_tRNA_Pro_F.ab1,2,5.033533845,AUS,2
TRA35_C5_Round_3_control_A9_TRE_tRNA_Pro_F.ab1,67,TRA35_C5_Round_3_control_A9_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA35_C6_Round_3_control_B9_TRE_tRNA_Pro_F.ab1,68,TRA35_C6_Round_3_control_B9_TRE_tRNA_Pro_F.ab1,6,86.26988407,AUS,2
TRA35_E4_TRE_tRNA_Pro.ab1,69,TRA35_E4_TRE_tRNA_Pro.ab1,3,35.68535804,AUS,2
TRA35_E5_TRE_tRNA_Pro.ab1,70,TRA35_E5_TRE_tRNA_Pro.ab1,3,14.86828459,AUS,2
TRA37_C6_Round_3_control_D10_TRE_tRNA_Pro_F.ab1,71,TRA37_C6_Round_3_control_D10_TRE_tRNA_Pro_F.ab1,3,7.916199959,AUS,2
TRA37_E5_TRE_tRNA_Pro.ab1,72,TRA37_E5_TRE_tRNA_Pro.ab1,3,7.922330545,AUS,2
TRA35_A9_round1control_C10_TRE_tRNA_Pro_F.ab1,73,TRA35_A9_round1control_C10_TRE_tRNA_Pro_F.ab1,2,0,AUS,2
TRA35_A10_round1control_D10_TRE_tRNA_Pro_F.ab1,74,TRA35_A10_round1control_D10_TRE_tRNA_Pro_F.ab1,4,96.40351241,AUS,2
TRA36_A6_TRE_tRNA_Pro.ab1,75,TRA36_A6_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA8_E4_Round_2_control_E3_TRE_tRNA_Pro_F.ab1,76,TRA8_E4_Round_2_control_E3_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_A6_round1control_H9_TRE_tRNA_Pro_F.ab1,77,TRA35_A6_round1control_H9_TRE_tRNA_Pro_F.ab1,4,7.511581276,AUS,2
TRA37_A10_TRE_tRNA_Pro.ab1,78,TRA37_A10_TRE_tRNA_Pro.ab1,2,11.31457282,AUS,2
TRA9_A4_round1control_D5_TRE_tRNA_Pro_F.ab1,79,TRA9_A4_round1control_D5_TRE_tRNA_Pro_F.ab1,3,4.989651755,NZ,1
TRA26_E10_TRE_tRNA_Pro.ab1,80,TRA26_E10_TRE_tRNA_Pro.ab1,1,0,NZ,1
TRA35_E8_TRE_tRNA_Pro.ab1,81,TRA35_E8_TRE_tRNA_Pro.ab1,4,18.40254442,AUS,2
TRA36_C1_Round_3_control_D9_TRE_tRNA_Pro_F.ab1,82,TRA36_C1_Round_3_control_D9_TRE_tRNA_Pro_F.ab1,6,23.45027542,AUS,2
TRA36_C4_Round_3_control_F9_TRE_tRNA_Pro_F.ab1,83,TRA36_C4_Round_3_control_F9_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA37_C3_Round_3_control_A10_TRE_tRNA_Pro_F.ab1,84,TRA37_C3_Round_3_control_A10_TRE_tRNA_Pro_F.ab1,4,27.02242504,AUS,2
TRA37_E10_TRE_tRNA_Pro.ab1,85,TRA37_E10_TRE_tRNA_Pro.ab1,3,1.870704556,AUS,2
TRA11_E1_Round_3_control_F5_TRE_tRNA_Pro_F.ab1,86,TRA11_E1_Round_3_control_F5_TRE_tRNA_Pro_F.ab1,2,3.303510106,NZ,1
TRA35_E6_TRE_tRNA_Pro.ab1,87,TRA35_E6_TRE_tRNA_Pro.ab1,2,1.031966627,AUS,2
TRA8_A7_Round_3_control_G3_TRE_tRNA_Pro_F.ab1,88,TRA8_A7_Round_3_control_G3_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA8_E6_Round_2_control_G3_TRE_tRNA_Pro_F.ab1,89,TRA8_E6_Round_2_control_G3_TRE_tRNA_Pro_F.ab1,2,5.033533845,NZ,1
P051980_TRE_tRNA_Pro.ab1,90,P051980_TRE_tRNA_Pro.ab1,9,48.74419784,NZ,1
TRA7_A1_round1control_A3_TRE_tRNA_Pro_F.ab1,91,TRA7_A1_round1control_A3_TRE_tRNA_Pro_F.ab1,6,33.40201434,NZ,1
TRA22_C3_Round_3_control_D7_TRE_tRNA_Pro_F.ab1,92,TRA22_C3_Round_3_control_D7_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA36_A4_round1control_A11_TRE_tRNA_Pro_F.ab1,93,TRA36_A4_round1control_A11_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA7_A3_round1control_C3_TRE_tRNA_Pro_F.ab1,94,TRA7_A3_round1control_C3_TRE_tRNA_Pro_F.ab1,4,0.012906497,NZ,1
TRA6_A2_round1control_F2_TRE_tRNA_Pro_F.ab1,95,TRA6_A2_round1control_F2_TRE_tRNA_Pro_F.ab1,2,0,NZ,1
TRA11_A3_round1control_C6_TRE_tRNA_Pro_F.ab1,96,TRA11_A3_round1control_C6_TRE_tRNA_Pro_F.ab1,2,0,NZ,1
P048619_TRE_tRNA_Pro.ab1,97,P048619_TRE_tRNA_Pro.ab1,1,0,NZ,1
TRA24_C6_Round_2_control_G10_TRE_tRNA_Pro_F.ab1,98,TRA24_C6_Round_2_control_G10_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_A7_round1control_A10_TRE_tRNA_Pro_F.ab1,99,TRA35_A7_round1control_A10_TRE_tRNA_Pro_F.ab1,4,3.459217774,AUS,2
TRA35_C3_Round_3_control_G8_TRE_tRNA_Pro_F.ab1,100,TRA35_C3_Round_3_control_G8_TRE_tRNA_Pro_F.ab1,4,0,AUS,2
TRA8_A3_Round_3_control_D3_TRE_tRNA_Pro_F.ab1,101,TRA8_A3_Round_3_control_D3_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_C1_round1control_E10_TRE_tRNA_Pro_F.ab1,102,TRA35_C1_round1control_E10_TRE_tRNA_Pro_F.ab1,3,5.033533845,AUS,2
TRA35_C10_TRE_tRNA_Pro.ab1,103,TRA35_C10_TRE_tRNA_Pro.ab1,2,0.154877964,AUS,2
TRA35_C2_Round_3_control_F8_TRE_tRNA_Pro_F.ab1,104,TRA35_C2_Round_3_control_F8_TRE_tRNA_Pro_F.ab1,2,5.033533845,AUS,2
TRA37_E3_TRE_tRNA_Pro.ab1,105,TRA37_E3_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA37_E4_TRE_tRNA_Pro.ab1,106,TRA37_E4_TRE_tRNA_Pro.ab1,1,0,AUS,2
P055167_TRE_tRNA_Pro.ab1,107,P055167_TRE_tRNA_Pro.ab1,2,0,NZ,1
TRA2_I3_round1control_F1_TRE_tRNA_Pro_F.ab1,108,TRA2_I3_round1control_F1_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA7_I8_TRE_tRNA_Pro.ab1,109,TRA7_I8_TRE_tRNA_Pro.ab1,1,0,NZ,1
TRA3_C7_TRE_tRNA_Pro.ab1,110,TRA3_C7_TRE_tRNA_Pro.ab1,4,2.497407177,NZ,1
TRA35_G1_TRE_tRNA_Pro.ab1,111,TRA35_G1_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA35_E1_TRE_tRNA_Pro.ab1,112,TRA35_E1_TRE_tRNA_Pro.ab1,1,0,AUS,2
P046472_TRE_tRNA_Pro.ab1,113,P046472_TRE_tRNA_Pro.ab1,1,0,NZ,1
P048662_TRE_tRNA_Pro.ab1,114,P048662_TRE_tRNA_Pro.ab1,3,7.414782549,NZ,1
TRA37_A9_TRE_tRNA_Pro.ab1,115,TRA37_A9_TRE_tRNA_Pro.ab1,2,0.516259882,AUS,2
TRA35_C4_Round_3_control_H8_TRE_tRNA_Pro_F.ab1,116,TRA35_C4_Round_3_control_H8_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA36_A5_round1control_B11_TRE_tRNA_Pro_F.ab1,117,TRA36_A5_round1control_B11_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA2_A6_Round_3_control_F1_TRE_tRNA_Pro_F.ab1,118,TRA2_A6_Round_3_control_F1_TRE_tRNA_Pro_F.ab1,3,6.874092512,NZ,1
TRA8_C8_round1control_D4_TRE_tRNA_Pro_F.ab1,119,TRA8_C8_round1control_D4_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA8_I4_Round_3_control_E4_TRE_tRNA_Pro_F.ab1,120,TRA8_I4_Round_3_control_E4_TRE_tRNA_Pro_F.ab1,3,12.00304225,NZ,1
TRA35_E7_TRE_tRNA_Pro.ab1,121,TRA35_E7_TRE_tRNA_Pro.ab1,4,8.114360783,AUS,2
TRA35_A8_round1control_B10_TRE_tRNA_Pro_F.ab1,122,TRA35_A8_round1control_B10_TRE_tRNA_Pro_F.ab1,1,0,AUS,2
TRA6_A7_round1control_G2_TRE_tRNA_Pro_F.ab1,123,TRA6_A7_round1control_G2_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA2_A1_Round_3_control_A1_TRE_tRNA_Pro_F.ab1,124,TRA2_A1_Round_3_control_A1_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA3_I5_Round_2_control_E2_TRE_tRNA_Pro_F.ab1,125,TRA3_I5_Round_2_control_E2_TRE_tRNA_Pro_F.ab1,2,5.033533845,NZ,1
TRA2_I5_Round_2_control_G1_TRE_tRNA_Pro_F.ab1,126,TRA2_I5_Round_2_control_G1_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_C8_TRE_tRNA_Pro.ab1,127,TRA35_C8_TRE_tRNA_Pro.ab1,1,0,AUS,2
TRA7_A2_round1control_B3_TRE_tRNA_Pro_F.ab1,128,TRA7_A2_round1control_B3_TRE_tRNA_Pro_F.ab1,1,0,NZ,1
TRA35_G2_TRE_tRNA_Pro.ab1,129,TRA35_G2_TRE_tRNA_Pro.ab1,3,19.9064279,AUS,2
TRA24_E1_Round_3_control_G7_TRE_tRNA_Pro_F.ab1,130,TRA24_E1_Round_3_control_G7_TRE_tRNA_Pro_F.ab1,2,31.68434396,NZ,1
TRA7_I4_Round_3_control_B3_TRE_tRNA_Pro_F.ab1,131,TRA7_I4_Round_3_control_B3_TRE_tRNA_Pro_F.ab1,3,2.478047431,NZ,1
